package, pkg-ver, install-time, date, config
gcc@8, 8.3.0_2, 18, 1581222251, Cellar-Cache
gcc@8, 8.3.0_2, 19, 1581222458, Cellar-Cache
gcc@8, 8.3.0_2, 20, 1581222760, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581228473, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581235702, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581242869, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581250130, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581257278, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581264479, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581271684, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581278913, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581286060, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581293592, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1581300512, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581307708, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581314906, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581322121, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581329289, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581336540, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581343717, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581358106, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581365317, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581372491, Cellar-Cache
gcc@8, 8.3.0_2, 25, 1581380245, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581386882, Cellar-Cache
gcc@8, 8.3.0_2, 22, 1581394185, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581401292, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581408497, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581415700, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581422954, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581430084, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581437320, Cellar-Cache
gcc@8, 8.3.0_2, 11, 1581444515, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581451751, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581459030, Cellar-Cache
gcc@8, 8.3.0_2, 13, 1581466541, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581473297, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581480499, Cellar-Cache
